name,slug,description,tier,actions
Brainiac™ Intuit,brainiac-intuit,"<i>""Awaken your potential with a spark.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on an Instinct Roll or Saving Throw. <br /><br /> Requires Brainiac™ Base Unit.</p>",2,"{'Brainiac™ Intuit': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Awaken your potential with a spark.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on an Instinct Roll or Saving Throw. <br><br> Requires Brainiac™ Base Unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Intuit', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-intuit.webp', 'range': '', '_id': 'SxOpJlyWLuFSnABx'}}"
Brainiac™ Know-it-all,brainiac-know-it-all,"<i>Unlock brilliance; trade despair for genius.</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Knowledge Roll or Saving Throw. <br /><br /> Requires Brainiac™ Base Unit.</p>",2,"{'Brainiac™ Know-it-all': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unlock brilliance; trade despair for genius.</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Knowledge Roll or Saving Throw. <br><br> Requires Brainiac™ Base Unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Know-it-all', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-know-it-all.webp', 'range': '', '_id': 'cmAkVQbGFJnGp1Yl'}}"
Cognitive Overclock Node,cognitive-overclock-node,"<i>""Hope-fueled edge, perfection's clandestine spark.""</i><br /><br /><p class=""Card-Feature"">Once per long rest, <strong>Spend 1 Hope</strong> to gain advantage on an action (of any type)</p>",2,"{'Cognitive Overclock Node': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Hope-fueled edge, perfection\'s clandestine spark.""</i><br><br><p class=""Card-Feature"">Once per long rest, <strong>Spend 1 Hope</strong> to gain advantage on an action (of any type)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Cognitive Overclock Node', 'img': 'modules/cybermancy/assets/icons/cybernetics/cognitive-overclock-node.webp', 'range': '', '_id': 'mw2exkUURt0U2xTT'}}"
Cyberarm™ Shock Servo Enhancer,cyberarm-shock-servo-enhancer,"<i>""Unleash silent fury, upgrade your strike.""</i><br /><br /><p class=""Card-Feature"">Once per scene, after making a successful Melee attack with a weapon that does physical damage, increase the damage die increment by 1 (e.g. d4 to d6).  <br /><br />Requires Cyberarm™ base unit</p>",2,"{'Cyberarm™ Shock Servo Enhancer': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unleash silent fury, upgrade your strike.""</i><br><br><p class=""Card-Feature"">Once per scene, after making a successful Melee attack with a weapon that does physical damage, increase the damage die increment by 1 (e.g. d4 to d6).  <br><br>Requires Cyberarm™ base unit', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Cyberarm™ Shock Servo Enhancer', 'img': 'modules/cybermancy/assets/icons/cybernetics/cyberarm-shock-servo-enhancer.webp', 'range': '', '_id': 'gn2YF7Lt4DRhnvm0'}}"
Dermal Plating Mk.II,dermal-plating-mk-ii,"<i>Armor solidified, elegance amplified.</i><br /><br /><p class=""Card-Feature"">Gain +2 Armor Slot. You can only have 1 Dermal Plating enhancement, but they can be upgraded.</p>",2,"{'Dermal Plating Mk': {'II': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Armor solidified, elegance amplified.</i><br><br><p class=""Card-Feature"">Gain +2 Armor Slot. You can only have 1 Dermal Plating enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Dermal Plating Mk.II', 'img': 'modules/cybermancy/assets/icons/cybernetics/dermal-plating-mk.ii.webp', 'range': '', '_id': 'giND6nPYWxoeRdzx'}}}"
Etheric Dampening Core,etheric-dampening-core,"<i>Become impervious to arcane whispers.</i><br /><br /><p class=""Card-Feature"">-2 to all sources of Magical damage</p>",2,"{'Etheric Dampening Core': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Become impervious to arcane whispers.</i><br><br><p class=""Card-Feature"">-2 to all sources of Magical damage', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Etheric Dampening Core', 'img': 'modules/cybermancy/assets/icons/cybernetics/etheric-dampening-core.webp', 'range': '', '_id': 'uDmzG8YUw2tnyTX2'}}"
Feline Feet Mk.II,feline-feet-mk-ii,"<i>Graceful precision dances on synthetic paws.</i><br /><br /><p class=""Card-Feature"">Before rolling an Agility check for an action or reaction, <strong>Spend 2 Hope</strong> to gain +4 on that roll. You can only have 1 Feline Feet enhancement, but they can be upgraded.</p>",2,"{'Feline Feet Mk': {'II': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Graceful precision dances on synthetic paws.</i><br><br><p class=""Card-Feature"">Before rolling an Agility check for an action or reaction, <strong>Spend 2 Hope</strong> to gain +4 on that roll. You can only have 1 Feline Feet enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 2, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Feline Feet Mk.II', 'img': 'modules/cybermancy/assets/icons/cybernetics/feline-feet-mk.ii.webp', 'range': '', '_id': 'DMdijB2c7gd29Aq5'}}}"
Gorilla Arms Mk.II,gorilla-arms-mk-ii,"<i>""Hope-fueled strikes, each blow amplified.""</i><br /><br /><p class=""Card-Feature"">After a successful attack roll with a melee weapon that does physical damage, <strong>Spend 1 Hope</strong> per proficiency level to add +d6 of damage. You can only have 1 Gorilla Arms enhancement, but they can be upgraded.</p>",2,"{'Gorilla Arms Mk': {'II': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Hope-fueled strikes, each blow amplified.""</i><br><br><p class=""Card-Feature"">After a successful attack roll with a melee weapon that does physical damage, <strong>Spend 1 Hope</strong> per proficiency level to add +d6 of damage. You can only have 1 Gorilla Arms enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Gorilla Arms Mk.II', 'img': 'modules/cybermancy/assets/icons/cybernetics/gorilla-arms-mk.ii.webp', 'range': '', '_id': 'G0cPFgindSQM1o9Q'}}}"
Limbic Nullifier,limbic-nullifier,"<i>""Hope's haven in cybernetic grace.""</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to prevent Marking up to 2 Stress caused by damage from an external source (cannot be used to prevent Marking Stress from an action or reaction of your choice)</p>",2,"{'Limbic Nullifier': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Hope\'s haven in cybernetic grace.""</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to prevent Marking up to 2 Stress caused by damage from an external source (cannot be used to prevent Marking Stress from an action or reaction of your choice)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 3, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Limbic Nullifier', 'img': 'modules/cybermancy/assets/icons/cybernetics/limbic-nullifier.webp', 'range': '', '_id': 'M8kTLpIq7fEBbX7H'}}"
Meditative Reflex Chip,meditative-reflex-chip,"<i>Serenity unlocked: elite stress liberation device.</i><br /><br /><p class=""Card-Feature"">Gain an additional downtime action that can only be used to clear one Stress mark.</p>",2,"{'Meditative Reflex Chip': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Serenity unlocked: elite stress liberation device.</i><br><br><p class=""Card-Feature"">Gain an additional downtime action that can only be used to clear one Stress mark.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Meditative Reflex Chip', 'img': 'modules/cybermancy/assets/icons/cybernetics/meditative-reflex-chip.webp', 'range': '', '_id': 'eWj19D0bXuk8kfBF'}}"
Neural Precision Co-Processor,neural-precision-co-processor,"<i>Elevate thought; brilliance, a heartbeat away.</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to gain +3 on any mental trait die roll (Instinct, Presence, or Knowledge)</p>",2,"{'Neural Precision Co-Processor': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Elevate thought; brilliance, a heartbeat away.</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to gain +3 on any mental trait die roll (Instinct, Presence, or Knowledge)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 2, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Neural Precision Co-Processor', 'img': 'modules/cybermancy/assets/icons/cybernetics/neural-precision-co-processor.webp', 'range': '', '_id': 'VHH7b7xq6akFofpe'}}"
Oculus™ Allure Eye,oculus-allure-eye,"<i>""Illuminate desire, captivate with a gaze.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Charm roll so long at the target creature can see your eyes. <br /><br />Requires Oculus ™ base unit.</p>",2,"{'Oculus™ Allure Eye': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Illuminate desire, captivate with a gaze.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Charm roll so long at the target creature can see your eyes. <br><br>Requires Oculus ™ base unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Allure Eye', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-allure-eye.webp', 'range': '', '_id': 'p5hEkg4uQHKMkhUW'}}"
Oculus™ Inspecter,oculus-inspecter,"<i>""Eyes unveil secrets, but Hope pays.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Sense roll so long as you can see the creature's face and eyes.</p>",2,"{'Oculus™ Inspecter': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Eyes unveil secrets, but Hope pays.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Sense roll so long as you can see the creature\'s face and eyes.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Inspecter', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-inspecter.webp', 'range': '', '_id': 'zJ2aqYWy24srRzYT'}}"
Oculus™ Witch Eye,oculus-witch-eye,"<i>""Empower your gaze, command with intent.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Presence roll in which you are attempting to Intimidate a creature. <br /><br />Requires Oculus ™ base unit.</p>",2,"{'Oculus™ Witch Eye': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Empower your gaze, command with intent.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Presence roll in which you are attempting to Intimidate a creature. <br><br>Requires Oculus ™ base unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Witch Eye', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-witch-eye.webp', 'range': '', '_id': 'TdynAg6cnq7OMnVX'}}"
Parallel Synapse Array,parallel-synapse-array,"<i>Unleash hidden strength with a whisper.</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to gain +3 on any physical trait die roll (Strength, Agility, or Finesse)</p>",2,"{'Parallel Synapse Array': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unleash hidden strength with a whisper.</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to gain +3 on any physical trait die roll (Strength, Agility, or Finesse)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 2, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Parallel Synapse Array', 'img': 'modules/cybermancy/assets/icons/cybernetics/parallel-synapse-array.webp', 'range': '', '_id': 'IdE6b7Bg7tU9HsgM'}}"
Psi-Focus Amplifier,psi-focus-amplifier,"<i>""Power surges—increase, unleash devastation.""</i><br /><br /><p class=""Card-Feature"">After a successful Spellcasting roll that does damage, <strong>Mark 1 Stress</strong> to increase all damage die rolled by 1 die increment (e.g. from d4 to d6).</p>",2,"{'Psi-Focus Amplifier': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Power surges—increase, unleash devastation.""</i><br><br><p class=""Card-Feature"">After a successful Spellcasting roll that does damage, <strong>Mark 1 Stress</strong> to increase all damage die rolled by 1 die increment (e.g. from d4 to d6).', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Psi-Focus Amplifier', 'img': 'modules/cybermancy/assets/icons/cybernetics/psi-focus-amplifier.webp', 'range': '', '_id': 'LHhnUscu7zX4SU0K'}}"
Reactive Gel Layer,reactive-gel-layer,"<i>""Hope's shield: armor's unseen embrace.""</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> to prevent 2 Hit Points of damage when marking an Armor Slot</p>",2,"{'Reactive Gel Layer': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Hope\'s shield: armor\'s unseen embrace.""</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> to prevent 2 Hit Points of damage when marking an Armor Slot', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Reactive Gel Layer', 'img': 'modules/cybermancy/assets/icons/cybernetics/reactive-gel-layer.webp', 'range': '', '_id': 'oO9GLiNNcc0xaqMB'}}"
Shock-Dispersion Skeleton,shock-dispersion-skeleton,"<i>Arcane Shield: Veil your vulnerabilities.</i><br /><br /><p class=""Card-Feature"">-2 to all sources of Physical damage</p>",2,"{'Shock-Dispersion Skeleton': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Arcane Shield: Veil your vulnerabilities.</i><br><br><p class=""Card-Feature"">-2 to all sources of Physical damage', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Shock-Dispersion Skeleton', 'img': 'modules/cybermancy/assets/icons/cybernetics/shock-dispersion-skeleton.webp', 'range': '', '_id': 'HlR01zsFjml3ZnbT'}}"
SmartLink™ Armor Analyzer,smartlink-armor-analyzer,"<i>""Unleash precision; amplify destruction's whisper.""</i><br /><br /><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, <strong>Spend 1 Hope</strong> after a successful attack for +2 on all damage die rolled.  <br /><br />Requires the SmartLink™ CPU implant</p>",2,"{'SmartLink™ Armor Analyzer': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unleash precision; amplify destruction\'s whisper.""</i><br><br><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, <strong>Spend 1 Hope</strong> after a successful attack for +2 on all damage die rolled.  <br><br>Requires the SmartLink™ CPU implant', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ Armor Analyzer', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-armor-analyzer.webp', 'range': '', '_id': 'fZk5va4f5zf9wNAN'}}"
SmartLink™ Targeting Core,smartlink-targeting-core,"<i>""Precision Perfected, Lethality Enhanced.""</i><br /><br /><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, +2 Attack.  <br /><br />Requires the SmartLink™ CPU implant</p>",2,"{'SmartLink™ Targeting Core': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Precision Perfected, Lethality Enhanced.""</i><br><br><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, +2 Attack.  <br><br>Requires the SmartLink™ CPU implant', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ Targeting Core', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-targeting-core.webp', 'range': '', '_id': '2NjnM4ntsa50nXQx'}}"
SmartLink™ Targeting Reticle Implant,smartlink-targeting-reticle-implant,"<i>Precision unleashed; elevate your aim.</i><br /><br /><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, +1 Attack.  <br /><br />Requires the SmartLink™ CPU implant</p>",2,"{'SmartLink™ Targeting Reticle Implant': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Precision unleashed; elevate your aim.</i><br><br><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, +1 Attack.  <br><br>Requires the SmartLink™ CPU implant', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ Targeting Reticle Implant', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-targeting-reticle-implant.webp', 'range': '', '_id': 'K8M5XTdcY2SOyLcO'}}"
Subdermal Nanoweave MkI,subdermal-nanoweave-mki,"<i>Shield your core: a heartbeat fortified.</i><br /><br /><p class=""Card-Feature"">+1 Hit Point</p>",2,"{'Subdermal Nanoweave MkI': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Shield your core: a heartbeat fortified.</i><br><br><p class=""Card-Feature"">+1 Hit Point', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Subdermal Nanoweave MkI', 'img': 'modules/cybermancy/assets/icons/cybernetics/subdermal-nanoweave-mki.webp', 'range': '', '_id': 'ydd51qUfGbeFNx17'}}"
Subdermal weave Mk.II,subdermal-weave-mk-ii,"<i>""Endure the storm, woven to withstand.""</i><br /><br /><p class=""Card-Feature"">Gain +2/+2 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.</p>",2,"{'Subdermal weave Mk': {'II': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Endure the storm, woven to withstand.""</i><br><br><p class=""Card-Feature"">Gain +2/+2 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Subdermal weave Mk.II', 'img': 'modules/cybermancy/assets/icons/cybernetics/subdermal-weave-mk.ii.webp', 'range': '', '_id': 'HjzhDwdrwxJd8ebZ'}}}"
Vox Resonance Enhancer,vox-resonance-enhancer,"<i>""Whispering Echo: Amplify Charisma, Eclipse Despair.""</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> for advange on a Prescence Roll.  If you are a Bard, once per long-rest you may <strong>Spend 3 Hope</strong> to increase the size of your Bard Die (e.g. from d4 to d6) before giving Bardic Inspriration</p>",2,"{'Vox Resonance Enhancer': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Whispering Echo: Amplify Charisma, Eclipse Despair.""</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> for advange on a Prescence Roll.  If you are a Bard, once per long-rest you may <strong>Spend 3 Hope</strong> to increase the size of your Bard Die (e.g. from d4 to d6) before giving Bardic Inspriration', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Vox Resonance Enhancer', 'img': 'modules/cybermancy/assets/icons/cybernetics/vox-resonance-enhancer.webp', 'range': '', '_id': '4efXeWstqm8pRnE4'}}"
Wakizashi™ Dual-Targeting Suite,wakizashi-dual-targeting-suite,"<i>Unlock despair's edge, amplify hope.</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Mark 1 Stress</strong> to increase your Hope die to d20 for the current attack roll with your secondary weapon</p>",2,"{'Wakizashi™ Dual-Targeting Suite': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unlock despair\'s edge, amplify hope.</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Mark 1 Stress</strong> to increase your Hope die to d20 for the current attack roll with your secondary weapon', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Wakizashi™ Dual-Targeting Suite', 'img': 'modules/cybermancy/assets/icons/cybernetics/wakizashi-dual-targeting-suite.webp', 'range': '', '_id': 'DGgFi3uTnrjStJ8N'}}"
Wakizashi™ Servo Wrist Reinforcement,wakizashi-servo-wrist-reinforcement,"<i>""Flesh meets metal; unleash hidden power.""</i><br /><br /><p class=""Card-Feature"">After a successful attack with your secondary weapon, <strong>Mark 1 Stress</strong> to increase all damage die rolled by 1 die increment (e.g. from d4 to d6).  <br /><br />Requires the Wakizashi™ Base Unit.</p>",2,"{'Wakizashi™ Servo Wrist Reinforcement': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Flesh meets metal; unleash hidden power.""</i><br><br><p class=""Card-Feature"">After a successful attack with your secondary weapon, <strong>Mark 1 Stress</strong> to increase all damage die rolled by 1 die increment (e.g. from d4 to d6).  <br><br>Requires the Wakizashi™ Base Unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Wakizashi™ Servo Wrist Reinforcement', 'img': 'modules/cybermancy/assets/icons/cybernetics/wakizashi-servo-wrist-reinforcement.webp', 'range': '', '_id': 'Vug7SLmu0RBGwYwB'}}"
Brainiac™ Mirror Neuron Amplifier,brainiac-mirror-neuron-amplifier,"<i>""Trade hope for unwavering charisma surge.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Prescence Roll or Saving Throw</p>",3,"{'Brainiac™ Mirror Neuron Amplifier': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Trade hope for unwavering charisma surge.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Prescence Roll or Saving Throw', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Mirror Neuron Amplifier', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-mirror-neuron-amplifier.webp', 'range': '', '_id': 'ThajoBm3XKDFcpn0'}}"
Brainiac™ Skilz,brainiac-skilz,"<i>""Unlock hidden worlds with neural flair.""</i><br /><br /><p class=""Card-Feature"">Gain 1 Experience slot and fill it in with a new Experience (GM discretion).  As a downtime activity, spend 1 Mega to change the Experience<br /><br /> Requires Brainiac™ Base Unit.</p>",3,"{'Brainiac™ Skilz': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unlock hidden worlds with neural flair.""</i><br><br><p class=""Card-Feature"">Gain 1 Experience slot and fill it in with a new Experience (GM discretion).  As a downtime activity, spend 1 Mega to change the Experience<br><br> Requires Brainiac™ Base Unit.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Skilz', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-skilz.webp', 'range': '', '_id': 'o1PbWaf8uHWnuVz0'}}"
